inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,24.556349186104054,24.142135623730958,24.556349186104054,25.556349186104054,26.556349186104054,27.556349186104054,28.556349186104054,29.556349186104054,30.556349186104054,31.556349186104054,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,23.142135623730958,inf,23.142135623730958,inf,inf,inf,inf,inf,inf,inf,31.97056274847715,33.47056274847715,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.727922061357862,inf,inf,inf,21.727922061357862,inf,inf,inf,inf,inf,inf,32.97056274847715,33.38477631085024,34.38477631085024,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,20.313708498984766,inf,inf,inf,inf,inf,20.313708498984766,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,18.89949493661167,inf,inf,inf,inf,inf,inf,inf,18.89949493661167,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,17.485281374238575,18.485281374238575,19.485281374238575,20.485281374238575,21.485281374238575,22.485281374238575,22.313708498984766,21.313708498984766,20.313708498984766,19.485281374238575,17.485281374238575,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,16.07106781186548,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,16.07106781186548,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,14.656854249492383,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,14.656854249492383,inf,inf,inf,inf,inf
inf,inf,inf,inf,13.242640687119287,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,13.242640687119287,inf,inf,inf,inf
inf,inf,inf,11.828427124746192,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,11.828427124746192,inf,inf,inf
inf,inf,10.414213562373096,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,10.414213562373096,inf,inf
inf,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
